source,target,用量,relation
1,1,适量,辅料
1,2,适量,辅料
1,3,一个,辅料
1,4,适量,辅料
1,5,适量,辅料
1,6,适量,辅料
1,7,适量,辅料
1,8,一包,辅料
1,9,适量,辅料
2,10,半个,主食材
2,11,30克,主食材
2,12,30克,主食材
2,13,半根,主食材
2,14,1根,主食材
2,4,1勺,辅料
2,15,2根,辅料
2,5,半小勺,辅料
3,16,1斤,主食材
3,2,适量,辅料
3,5,根据自己口味调节,辅料
3,17,适量,辅料
3,1,适量,辅料
4,18,适量,主食材
4,19,适量,主食材
4,3,适量,辅料
4,2,适量,辅料
4,20,适量,辅料
4,5,适量,辅料
4,21,适量,辅料
4,22,适量,辅料
4,23,适量,辅料
4,24,适量,辅料
5,25,150g,主食材
5,4,半匙,辅料
5,1,几瓣,辅料
5,5,1g,辅料
6,26,1000克,主食材
6,27,10克,主食材
6,28,500克,主食材
6,8,6小勺,辅料
6,5,1小勺,辅料
6,29,适量,辅料
7,30,200g,主食材
7,31,一个,主食材
7,32,10颗,辅料
7,33,适量,辅料
8,26,300g,主食材
8,34,120g,主食材
8,35,60g,主食材
8,36,110g,主食材
8,37,120g,辅料
8,34,60g,辅料
8,38,500g,辅料
9,39,适量,主食材
9,40,2个,主食材
9,41,适量,辅料
9,42,适量,辅料
9,43,适量,辅料
9,5,适量,辅料
9,22,适量,辅料
9,6,适量,辅料
9,44,适量,辅料
10,45,2个,主食材
10,46,10几只,主食材
10,1,3瓣,辅料
10,2,3片,辅料
10,47,3个,辅料
10,6,少许,辅料
10,9,少许,辅料
10,48,少许,辅料
11,10,2个,主食材
12,49,1个,主食材
12,50,300克,主食材
12,51,400克,主食材
12,52,1500毫升,辅料
12,5,1小勺,辅料
13,53,400g,主食材
13,18,150g,主食材
13,1,一头,辅料
13,6,一勺,辅料
13,22,一勺,辅料
13,54,一勺,辅料
13,5,适量,辅料
13,9,适量,辅料
13,4,适量,辅料
14,26,适量,主食材
14,55,适量,主食材
14,56,适量,主食材
14,34,适量,辅料
14,57,适量,辅料
14,5,适量,辅料
15,58,一把,主食材
15,59,一个,主食材
15,18,半斤,主食材
15,1,少许,辅料
15,60,少许,辅料
15,2,少许,辅料
15,61,适量,辅料
15,5,适量,辅料
15,6,少许,辅料
15,23,少许,辅料
15,62,少许,辅料
16,18,250g,主食材
16,63,300g,主食材
16,13,100g,主食材
16,1,一头,辅料
16,3,适量,辅料
16,64,两勺,辅料
16,22,一勺,辅料
16,6,一勺,辅料
16,54,一勺,辅料
16,5,适量,辅料
16,4,适量,辅料
17,65,20g,辅料
17,66,1匙,辅料
17,5,2-3克,辅料
17,67,1勺,辅料
17,68,2克,辅料
17,7,2勺,辅料
17,21,1勺,辅料
18,69,适量,主食材
18,55,适量,主食材
18,70,适量,辅料
18,22,适量,辅料
18,71,适量,辅料
18,3,适量,辅料
19,11,500克,主食材
19,72,两根,主食材
19,12,80克,主食材
19,1,适量,辅料
19,5,适量,辅料
20,73,适量,主食材
20,6,适量,辅料
21,74,150g,主食材
21,75,少量,辅料
21,76,一个,辅料
21,77,50毫升,辅料
21,4,适量,辅料
21,5,少量,辅料
21,7,适量,辅料
21,21,适量,辅料
22,78,适量,主食材
22,79,适量,主食材
22,2,适量,辅料
22,4,适量,辅料
22,5,适量,辅料
22,6,适量,辅料
22,21,适量,辅料
23,80,适量,主食材
23,1,适量,辅料
23,4,适量,辅料
23,22,适量,辅料
23,21,适量,辅料
23,81,适量,辅料
24,82,一条,主食材
24,76,两个,辅料
24,75,一小段,辅料
24,2,一小块,辅料
24,77,100毫升,辅料
24,4,适量,辅料
24,5,适量,辅料
24,21,适量,辅料
24,7,适量,辅料
25,46,4只,主食材
25,83,100g,主食材
25,10,100g,辅料
25,41,半个,辅料
25,5,1g,辅料
25,23,适量,辅料
25,22,适量,辅料
26,84,三个,主食材
26,4,适量,辅料
26,5,少量,辅料
26,21,适量,辅料
27,84,2个,主食材
27,67,30个,主食材
27,28,125ml,主食材
27,85,62g,主食材
27,86,7g,主食材
27,37,7g,主食材
27,50,5g,主食材
28,3,适量,辅料
28,87,两勺,辅料
28,57,一勺,辅料
28,6,一勺,辅料
28,22,一勺,辅料
28,54,适量,辅料
29,88,500g,主食材
29,36,300ml,主食材
29,81,30g,主食材
29,27,5g,主食材
29,5,8g,主食材
29,65,30g,主食材
29,89,50g,辅料
29,90,100g,辅料
30,91,1500g,主食材
30,92,一个,主食材
30,2,适量,辅料
30,4,适量,辅料
30,6,适量,辅料
30,5,适量,辅料
30,9,适量,辅料
30,71,少许,辅料
30,93,适量,辅料
30,94,适量,辅料
31,95,1000克,主食材
31,13,200克,主食材
31,96,600克,主食材
31,84,6个,主食材
31,3,80克,主食材
31,2,20克,主食材
31,19,200克,主食材
31,97,15克,主食材
31,98,30克,辅料
31,21,45克,辅料
31,99,1中勺,辅料
31,22,45克,辅料
31,7,30克,辅料
31,5,6中勺,辅料
32,88,500g,主食材
32,28,300g,主食材
32,27,5g,主食材
32,100,3g,主食材
32,67,10g,主食材
32,101,10g,主食材
32,15,适量,辅料
32,102,3g,辅料
32,103,30g,辅料
32,5,7g,辅料
33,70,适量,主食材
33,104,适量,主食材
33,5,适量,辅料
33,6,适量,辅料
33,22,适量,辅料
33,23,适量,辅料
33,2,适量,辅料
33,71,适量,辅料
33,60,适量,辅料
34,105,适量,辅料
34,106,适量,辅料
34,6,适量,辅料
34,5,适量,辅料
35,107,1个,主食材
35,70,1块,主食材
35,41,半年,主食材
35,64,1勺,辅料
35,22,1勺,辅料
35,23,1勺,辅料
35,6,1勺,辅料
35,5,1勺,辅料
35,67,1勺,辅料
35,54,1勺,辅料
35,1,2瓣,辅料
36,37,90克,主食材
36,65,82克,主食材
36,108,4克,主食材
36,109,20克,主食材
36,35,45克,主食材
36,110,3滴,主食材
37,111,两块,主食材
37,112,适量,辅料
37,113,适量,辅料
37,5,适量,辅料
38,84,2个,主食材
38,85,一盒,主食材
38,67,适量,辅料
38,114,9个,辅料
39,115,适量,主食材
39,116,适量,辅料
39,61,适量,辅料
39,21,适量,辅料
39,5,适量,辅料
40,117,几条,主食材
40,4,1匙,辅料
40,52,适量,辅料
40,3,小许,辅料
41,36,60g,主食材
41,65,30g,主食材
41,67,5g,主食材
41,5,0.5g,主食材
41,37,35g,主食材
41,84,1.5个,主食材
41,118,200g,辅料
42,119,2根,主食材
42,120,1根半,主食材
42,22,适量,辅料
42,5,适量,辅料
42,121,适量,辅料
43,122,8个,主食材
43,3,1段,主食材
43,2,1小块,主食材
43,1,2瓣,主食材
43,5,2克,主食材
43,4,适量,辅料
44,52,若干,辅料
44,123,小许,辅料
45,13,适量,主食材
45,42,适量,主食材
45,124,适量,主食材
45,3,适量,辅料
45,4,适量,辅料
45,5,适量,辅料
45,21,适量,辅料
46,125,半碗,主食材
46,119,1根,主食材
46,126,1碗,主食材
46,41,¼个,辅料
46,127,1把,辅料
47,26,180g,主食材
47,84,3个,主食材
47,27,3g,主食材
47,15,适量,辅料
47,14,一根,辅料
47,5,适量,辅料
48,60,三个,辅料
48,1,少许,辅料
48,97,一棵,辅料
48,61,适量,辅料
48,5,少许,辅料
48,22,少许,辅料
49,128,500克,主食材
49,129,500g,辅料
49,18,200g,辅料
49,41,少许,辅料
50,130,1个,主食材
50,84,1个,辅料
50,5,2g,辅料
50,54,适量,辅料
50,3,少许,辅料
51,73,适量,主食材
51,6,适量,辅料
52,79,350G,主食材
52,32,适量,主食材
52,131,3颗（切片）,主食材
52,132,130G,主食材
52,52,适量,辅料
52,133,适量,辅料
52,106,一小块,辅料
53,37,60g,主食材
53,84,2个,主食材
53,134,30g,主食材
53,85,200ml,主食材
53,135,8g,主食材
53,65,15g,主食材
53,136,260克,辅料
53,134,20克,辅料
53,137,60克,辅料
53,5,0.5克,辅料
53,135,适量,辅料
55,138,适量,主食材
55,5,适量,辅料
55,1,适量,辅料
55,71,适量,辅料
55,3,适量,辅料
56,139,20g,主食材
56,131,4粒,主食材
56,32,10g,主食材
56,84,2个,主食材
56,133,25g,辅料
56,52,适量,辅料
57,140,适量,主食材
57,113,适量,辅料
58,41,半个,辅料
58,75,一条,辅料
58,2,半块,辅料
58,32,50g,辅料
58,141,3片,辅料
58,5,少许,辅料
59,55,200g,主食材
59,142,60g,主食材
59,4,4g,辅料
59,5,3g,辅料
59,9,1g,辅料
59,22,5g,辅料
60,143,200g,主食材
60,42,10朵,主食材
60,84,两个,主食材
60,144,5g,主食材
60,2,适量,辅料
60,1,适量,辅料
60,5,适量,辅料
60,57,适量,辅料
60,3,适量,辅料
60,6,一勺,辅料
61,145,300g,主食材
61,70,70g,主食材
61,3,4g,辅料
61,2,3g,辅料
61,1,1瓣,辅料
61,4,3g,辅料
61,5,3g,辅料
61,20,1g,辅料
61,22,10g,辅料
62,146,适量,主食材
62,147,适量,主食材
62,148,适量,主食材
62,106,适量,辅料
63,149,适量,主食材
63,1,适量,辅料
63,5,适量,辅料
63,22,适量,辅料
63,150,适量,辅料
64,151,半斤,主食材
64,152,八朵,主食材
64,153,八片,主食材
64,154,一根,主食材
64,84,三个,主食材
64,5,两勺,辅料
64,20,半勺,辅料
64,22,两勺,辅料
65,85,90克,主食材
65,155,3个,主食材
65,136,180克,主食材
65,156,150克,主食材
65,157,10克,主食材
65,136,300克,辅料
65,35,30克,辅料
65,158,40克,辅料
65,65,18克,辅料
65,136,60克,辅料
66,26,250克,主食材
66,27,3克,主食材
66,67,5克,主食材
66,28,125克,主食材
66,159,适量,辅料
67,5,适量,辅料
67,22,适量,辅料
68,18,50g,辅料
68,160,200g,辅料
68,21,1勺,辅料
68,64,2勺,辅料
68,54,1勺,辅料
69,42,适量,主食材
69,138,2个,主食材
69,40,3个,主食材
69,3,适量,辅料
69,2,适量,辅料
69,1,适量,辅料
69,60,2个,辅料
69,161,适量,辅料
69,162,适量,辅料
69,5,适量,辅料
69,121,适量,辅料
69,24,适量,辅料
69,23,适量,辅料
69,22,适量,辅料
69,21,适量,辅料
69,9,适量,辅料
70,163,140克,主食材
70,138,250克,主食材
70,5,适量,辅料
71,84,6个,主食材
71,164,适量,主食材
71,128,适量,主食材
71,5,适量,辅料
71,22,适量,辅料
72,165,100g,主食材
72,145,100g,主食材
72,78,80g,主食材
72,153,50g,主食材
72,13,50g,主食材
72,1,10g,辅料
72,4,1勺,辅料
72,5,2匙,辅料
72,121,1匙,辅料
73,112,100g,主食材
73,45,1个,主食材
73,78,80g,主食材
73,153,50g,主食材
73,13,50g,主食材
73,1,10g,辅料
73,4,1勺,辅料
73,5,2匙,辅料
73,121,1匙,辅料
73,57,1匙,辅料
74,13,一个,主食材
74,166,适量,主食材
74,103,8毫升,辅料
74,5,少许,辅料
75,167,适量,主食材
75,13,一根,主食材
75,168,适量,主食材
75,47,一个,主食材
75,2,几片,主食材
75,103,8毫升,辅料
75,5,少许,辅料
76,169,150克,主食材
76,3,适量,辅料
76,2,适量,辅料
76,54,3大勺,辅料
76,5,少许,辅料
76,81,少许,辅料
77,18,200g,主食材
77,170,适量,主食材
77,171,适量,辅料
77,5,10g,辅料
77,48,1g,辅料
77,172,1g,辅料
77,29,20g,辅料
77,71,1g,辅料
77,21,适量,辅料
78,126,适量,主食材
78,84,2个,主食材
78,125,适量,辅料
79,173,1个,主食材
79,145,1节,主食材
79,174,1撮,辅料
79,175,200ml,辅料
80,176,180g,主食材
80,4,半匙,辅料
80,5,1g,辅料
81,176,180g,主食材
81,4,半匙,辅料
81,5,1g,辅料
82,177,2片,主食材
82,178,一根,主食材
82,179,适量,主食材
82,180,适量,辅料
83,133,你喜欢的量,辅料
84,181,1把,主食材
85,182,6斤,主食材
85,2,3～5片,辅料
86,183,30g,辅料
86,5,100g,辅料
87,131,16粒,主食材
87,32,30g,主食材
87,184,1000g,主食材
87,185,5g,辅料
87,186,720g,辅料
88,132,300克,主食材
88,187,200克,主食材
88,188,5颗,辅料
88,13,一段,辅料
88,189,8只,辅料
88,72,2根,辅料
88,5,1勺,辅料
88,22,1勺,辅料
89,190,1只,主食材
89,2,8片,辅料
89,141,4片,辅料
89,162,2个,辅料
89,161,3克,辅料
89,191,4克,辅料
89,192,1个,辅料
89,60,10个,辅料
89,5,25克,辅料
89,22,3汤匙,辅料
89,7,3汤匙,辅料
90,193,适量,主食材
90,12,适量,主食材
90,79,适量,主食材
90,13,适量,辅料
90,5,适量,辅料
91,194,适量,主食材
91,72,适量,主食材
91,43,适量,主食材
91,2,适量,辅料
91,34,适量,辅料
91,5,适量,辅料
92,5,适量,辅料
92,121,适量,辅料
93,145,190克,主食材
93,120,半根,主食材
93,13,半根,主食材
93,64,适量,辅料
93,54,1勺,辅料
93,7,1勺,辅料
93,21,1勺,辅料
93,195,1勺半,辅料
93,67,1勺,辅料
93,52,2勺,辅料
94,196,适合,主食材
94,197,半条,主食材
94,1,2-3瓣,辅料
94,4,1大匙,辅料
94,5,适量,辅料
94,71,适量,辅料
95,198,两条,主食材
95,2,一小块,辅料
95,75,一小段,辅料
95,77,50毫升,辅料
95,4,适量,辅料
95,5,适量,辅料
96,199,1个,主食材
96,130,1个,主食材
96,1,2瓣,辅料
96,15,1根,辅料
96,200,2勺,辅料
96,48,1勺,辅料
96,21,1勺,辅料
96,7,1勺,辅料
96,5,半勺,辅料
96,71,半勺,辅料
97,74,150g,主食材
97,75,少量,辅料
97,76,一个,辅料
97,77,50毫升,辅料
97,4,适量,辅料
97,5,少量,辅料
97,7,适量,辅料
97,21,适量,辅料
98,78,适量,主食材
98,79,适量,主食材
98,2,适量,辅料
98,4,适量,辅料
98,5,适量,辅料
98,6,适量,辅料
98,21,适量,辅料
99,80,适量,主食材
99,1,适量,辅料
99,4,适量,辅料
99,22,适量,辅料
99,21,适量,辅料
99,81,适量,辅料
100,82,一条,主食材
100,76,两个,辅料
100,75,一小段,辅料
100,2,一小块,辅料
100,77,100毫升,辅料
100,4,适量,辅料
100,5,适量,辅料
100,21,适量,辅料
100,7,适量,辅料
101,83,适量,主食材
101,40,1只,主食材
101,160,200g,辅料
101,201,1块,辅料
101,202,2块,辅料
101,3,小许,辅料
101,5,1g,辅料
101,71,1g,辅料
101,52,适量,辅料
101,67,3g,辅料
102,153,50g,主食材
102,203,50g,主食材
102,204,1勺,辅料
102,22,1勺,辅料
102,17,1勺,辅料
102,5,适量,辅料
103,10,1个,主食材
103,197,50g,主食材
103,13,50g,辅料
103,205,2勺,辅料
104,206,半只,主食材
104,2,少许,辅料
104,3,少许,辅料
104,5,适量,辅料
104,61,适量,辅料
105,171,200g,主食材
105,84,2个,主食材
105,207,50g,辅料
105,34,3勺,辅料
105,5,适量,辅料
106,208,100g,主食材
106,209,3个,辅料
106,17,1勺,辅料
106,22,2勺,辅料
107,210,1根,主食材
107,76,5个,辅料
107,4,5勺,辅料
107,211,1勺,辅料
108,209,100g,辅料
108,5,适量,辅料
109,212,2根,主食材
109,213,2勺,辅料
109,211,1勺,辅料
109,5,适量,辅料
109,4,3勺,辅料
110,214,适量,主食材
110,215,适量,主食材
110,216,适量,辅料
110,79,适量,辅料
110,217,适量,辅料
110,2,少许,辅料
110,5,少许,辅料
111,218,适量,主食材
111,219,适量,主食材
111,32,少许,主食材
111,220,适量,主食材
111,146,适量,辅料
111,221,适量,辅料
111,131,适量,辅料
111,184,少许,辅料
111,222,适量,辅料
112,126,1碗,主食材
112,223,1个,主食材
112,13,半根,主食材
112,12,1把,主食材
112,167,1块,主食材
112,3,1段,主食材
112,22,1勺,主食材
112,21,1勺,主食材
112,5,1点点,辅料
112,4,适量,辅料
113,224,适量,主食材
114,225,两个,主食材
114,226,一个,主食材
114,227,一小把,主食材
114,228,一个,主食材
114,32,少许,主食材
114,229,适量,辅料
115,88,70克,主食材
115,88,400克,辅料
115,5,4克,辅料
115,134,30克,辅料
116,230,适量,主食材
116,231,适量,主食材
116,22,适量,辅料
116,195,适量,辅料
116,232,适量,辅料
117,22,适量,辅料
117,183,适量,辅料
118,88,200克,主食材
118,81,40克,主食材
118,27,4克,主食材
118,5,2克,主食材
118,84,1个,主食材
118,85,110克,主食材
118,65,25克,主食材
118,108,2克,主食材
118,233,30克,辅料
119,234,适量,主食材
119,114,6个,主食材
119,84,2个,主食材
119,67,少许,主食材
119,85,1盒,主食材
119,118,少许,主食材
119,158,少许,辅料
119,135,少许,辅料
120,235,400g,主食材
120,236,100g,辅料
120,131,5颗,辅料
120,5,适量,辅料
120,2,5片,辅料
120,237,1g,辅料
120,238,1片,辅料
120,239,2片,辅料
121,10,2个,主食材
122,49,1个,主食材
122,50,300克,主食材
122,51,400克,主食材
122,52,1500毫升,辅料
122,5,1小勺,辅料
123,53,400g,主食材
123,18,150g,主食材
123,1,一头,辅料
123,6,一勺,辅料
123,22,一勺,辅料
123,54,一勺,辅料
123,5,适量,辅料
123,9,适量,辅料
123,4,适量,辅料
124,26,适量,主食材
124,55,适量,主食材
124,56,适量,主食材
124,34,适量,辅料
124,57,适量,辅料
124,5,适量,辅料
125,58,一把,主食材
125,59,一个,主食材
125,18,半斤,主食材
125,1,少许,辅料
125,60,少许,辅料
125,2,少许,辅料
125,61,适量,辅料
125,5,适量,辅料
125,6,少许,辅料
125,23,少许,辅料
125,62,少许,辅料
126,18,250g,主食材
126,63,300g,主食材
126,13,100g,主食材
126,1,一头,辅料
126,3,适量,辅料
126,64,两勺,辅料
126,22,一勺,辅料
126,6,一勺,辅料
126,54,一勺,辅料
126,5,适量,辅料
126,4,适量,辅料
127,65,20g,辅料
127,66,1匙,辅料
127,5,2-3克,辅料
127,67,1勺,辅料
127,68,2克,辅料
127,7,2勺,辅料
127,21,1勺,辅料
128,69,适量,主食材
128,55,适量,主食材
128,70,适量,辅料
128,22,适量,辅料
128,71,适量,辅料
128,3,适量,辅料
129,11,500克,主食材
129,72,两根,主食材
129,12,80克,主食材
129,1,适量,辅料
129,5,适量,辅料
130,73,适量,主食材
130,6,适量,辅料
131,79,350G,主食材
131,32,适量,主食材
131,131,3颗（切片）,主食材
131,132,130G,主食材
131,52,适量,辅料
131,133,适量,辅料
131,106,一小块,辅料
132,37,60g,主食材
132,84,2个,主食材
132,134,30g,主食材
132,85,200ml,主食材
132,135,8g,主食材
132,65,15g,主食材
132,136,260克,辅料
132,134,20克,辅料
132,137,60克,辅料
132,5,0.5克,辅料
132,135,适量,辅料
134,138,适量,主食材
134,5,适量,辅料
134,1,适量,辅料
134,71,适量,辅料
134,3,适量,辅料
135,139,20g,主食材
135,131,4粒,主食材
135,32,10g,主食材
135,84,2个,主食材
135,133,25g,辅料
135,52,适量,辅料
136,140,适量,主食材
136,113,适量,辅料
137,41,半个,辅料
137,75,一条,辅料
137,2,半块,辅料
137,32,50g,辅料
137,141,3片,辅料
137,5,少许,辅料
138,55,200g,主食材
138,142,60g,主食材
138,4,4g,辅料
138,5,3g,辅料
138,9,1g,辅料
138,22,5g,辅料
139,143,200g,主食材
139,42,10朵,主食材
139,84,两个,主食材
139,144,5g,主食材
139,2,适量,辅料
139,1,适量,辅料
139,5,适量,辅料
139,57,适量,辅料
139,3,适量,辅料
139,6,一勺,辅料
140,145,300g,主食材
140,70,70g,主食材
140,3,4g,辅料
140,2,3g,辅料
140,1,1瓣,辅料
140,4,3g,辅料
140,5,3g,辅料
140,20,1g,辅料
140,22,10g,辅料
141,240,50g,主食材
141,176,150g,主食材
141,4,半匙,辅料
141,161,小许,辅料
141,5,0.5g,辅料
142,184,180g,主食材
142,241,60g,主食材
142,2,小许,辅料
142,161,2匙,辅料
142,162,3颗,辅料
143,26,适量,主食材
143,92,适量,主食材
143,96,适量,主食材
143,3,适量,辅料
143,4,适量,辅料
143,5,适量,辅料
143,62,适量,辅料
143,48,适量,辅料
143,17,适量,辅料
143,7,适量,辅料
143,242,适量,辅料
144,25,1把,主食材
144,1,3瓣,辅料
144,243,1个,辅料
144,161,1把,辅料
144,7,2勺,辅料
144,99,3勺,辅料
144,67,半勺,辅料
144,5,1勺,辅料
144,102,半勺,辅料
145,58,适量,主食材
145,116,适量,辅料
145,207,适量,辅料
145,84,两颗,辅料
145,4,适量,辅料
145,5,适量,辅料
145,22,适量,辅料
145,67,适量,辅料
146,209,适量,主食材
146,244,适量,辅料
146,5,适量,辅料
146,21,适量,辅料
146,22,适量,辅料
147,245,2斤,主食材
147,246,1瓶,辅料
147,247,适量,辅料
147,162,3颗,辅料
147,191,1块,辅料
147,2,1块,辅料
147,1,1头,辅料
147,141,3片,辅料
147,60,2个,辅料
147,5,4克,辅料
147,248,2小勺,辅料
147,7,10克,辅料
148,37,200克,主食材
148,81,10克,主食材
148,100,8克,主食材
148,5,1克,主食材
148,65,110克,主食材
148,84,1个,主食材
148,85,80克,主食材
148,249,60克,辅料
148,26,30克,辅料
149,169,适量,主食材
149,250,适量,主食材
149,196,适量,主食材
149,9,适量,辅料
149,2,适量,辅料
149,3,适量,辅料
149,5,适量,辅料
150,149,适量,主食材
150,22,适量,辅料
150,232,适量,辅料
150,5,适量,辅料
151,212,1根,主食材
151,2,1勺,辅料
151,5,适量,辅料
152,193,适量,辅料
152,251,适量,辅料
152,5,适量,辅料
153,128,45克,主食材
153,252,适量,主食材
153,18,适量,主食材
153,4,少许,辅料
153,22,少许,辅料
154,193,适量（根据家里有几口人定）,主食材
154,3,半根,辅料
154,2,2-3片,辅料
154,162,2-3颗,辅料
154,141,1-2片,辅料
155,253,50g,主食材
155,171,2片,辅料
155,5,半克,辅料
155,71,半克,辅料
155,4,半匙,辅料
155,22,3g,辅料
156,138,1个,主食材
156,200,适量,主食材
156,254,200克,主食材
156,4,2勺,辅料
156,5,半勺,辅料
156,8,1勺,辅料
157,88,350克,主食材
157,75,2根,辅料
157,255,50克,辅料
158,256,1袋,主食材
158,254,1盒,主食材
158,125,半碗,主食材
158,41,半个,辅料
159,26,适量,主食材
159,59,一个,主食材
159,96,一块,主食材
159,19,一把,主食材
159,27,少许,辅料
159,61,适量,辅料
159,5,适量,辅料
159,23,少许,辅料
159,62,少许,辅料
159,71,少许,辅料
160,180,适量,辅料
160,229,适量,辅料
160,257,适量,辅料
161,70,300克,主食材
161,2,1小块,辅料
161,15,1根,辅料
161,258,半个,辅料
162,197,1块,主食材
162,126,1碗,主食材
162,13,半根,辅料
162,171,3瓣,辅料
162,41,1/3个,辅料
162,3,20ml,辅料
162,2,适量,辅料
162,1,适量,辅料
162,259,适量,辅料
162,5,2勺,辅料
162,121,1勺,辅料
163,2,适量,辅料
163,54,适量,辅料
163,4,适量,辅料
163,5,适量,辅料
163,6,适量,辅料
163,22,适量,辅料
164,145,1节,主食材
164,4,2勺,辅料
164,60,1个,辅料
164,161,20粒,辅料
164,5,半勺,辅料
164,22,1勺,辅料
164,195,1勺,辅料
164,21,1勺,辅料
164,259,1勺,辅料
164,66,1勺,辅料
164,52,2勺,辅料
165,260,1条,主食材
165,261,1个,辅料
166,59,一根,主食材
166,262,适量,主食材
166,15,适量,辅料
166,113,适量,辅料
166,5,适量,辅料
166,71,少许,辅料
167,96,适量,主食材
167,168,适量,主食材
167,263,适量,主食材
167,18,适量,主食材
167,47,半个,主食材
167,3,适量,主食材
167,103,8毫升,辅料
167,5,少许,辅料
167,22,2毫升,辅料
167,17,2毫升,辅料
168,26,200克,主食材
168,27,3克,主食材
168,134,25克,主食材
168,101,5克,主食材
168,85,100克,主食材
168,264,1克,主食材
169,265,适量,主食材
169,84,一个,主食材
169,3,适量,辅料
169,7,适量,辅料
169,5,适量,辅料
170,266,一个,主食材
170,219,一个,主食材
170,131,五个,辅料
170,133,一块,辅料
170,2,适量,辅料
170,32,适量,辅料
170,36,适量,辅料
171,132,300克,主食材
171,187,200克,主食材
171,188,5颗,辅料
171,13,一段,辅料
171,189,8只,辅料
171,72,2根,辅料
171,5,1勺,辅料
171,22,1勺,辅料
172,190,1只,主食材
172,2,8片,辅料
172,141,4片,辅料
172,162,2个,辅料
172,161,3克,辅料
172,191,4克,辅料
172,192,1个,辅料
172,60,10个,辅料
172,5,25克,辅料
172,22,3汤匙,辅料
172,7,3汤匙,辅料
173,193,适量,主食材
173,12,适量,主食材
173,79,适量,主食材
173,13,适量,辅料
173,5,适量,辅料
174,267,500克,主食材
174,268,200克,主食材
175,269,400g,主食材
175,2,适量,辅料
175,3,适量,辅料
175,22,适量,辅料
176,43,三勺,主食材
176,12,三勺,主食材
176,84,一个,辅料
176,2,一小块,辅料
176,32,少许,辅料
176,222,适量,辅料
176,5,少许,辅料
176,57,几滴,辅料
177,84,2个,辅料
177,111,1片,辅料
177,229,适量,辅料
178,84,两个,主食材
178,265,一包,主食材
178,95,适量,主食材
178,113,适量,辅料
178,5,适量,辅料
178,71,少许,辅料
179,82,两条,主食材
179,4,1000毫升,辅料
180,270,200g,主食材
180,83,70g,主食材
180,76,一个,辅料
180,4,15毫升,辅料
180,5,6g,辅料
180,7,10毫升,辅料
180,21,10毫升,辅料
181,271,250g,主食材
181,272,50g,主食材
181,3,一根,辅料
181,84,一个,辅料
181,85,100ml,辅料
181,273,一勺～大约20g,辅料
181,5,5g,辅料
181,100,3g,辅料
181,102,2g,辅料
182,274,适量,主食材
182,275,适量,主食材
182,276,适量,主食材
182,184,适量,主食材
182,131,适量,辅料
182,90,适量,辅料
182,277,适量,辅料
182,36,适量,辅料
183,199,适量,主食材
183,3,适量,辅料
183,1,适量,辅料
183,278,适量,辅料
183,5,适量,辅料
183,21,适量,辅料
184,26,400g（3人份）,主食材
184,91,200g,主食材
184,279,适量,辅料
184,230,少许,辅料
184,3,适量,辅料
184,5,适量,辅料
184,20,少许,辅料
184,242,适量,辅料
184,9,少许,辅料
184,22,适量,辅料
184,71,少许,辅料
184,2,适量,辅料
184,1,适量,辅料
185,5,适量,辅料
186,248,1大勺,辅料
186,200,1大勺,辅料
187,26,300g,主食材
187,39,300g,主食材
187,55,100g,辅料
187,209,1个,辅料
187,5,适量,辅料
187,3,少许,辅料
187,1,少许,辅料
187,60,2个,辅料
187,62,少许,辅料
187,22,适量,辅料
187,121,少许,辅料
188,280,10个,主食材
188,10,1个,主食材
188,160,100g,主食材
188,281,1个,主食材
188,1,1瓣,辅料
189,146,适量,主食材
189,131,适量,主食材
189,219,适量,主食材
189,2,适量,辅料
190,84,6个,主食材
190,103,60g,辅料
190,37,95g,辅料
190,134,70g,辅料
190,282,4g,辅料
191,90,15g,主食材
191,79,130g,主食材
191,13,50g,主食材
191,283,50g,主食材
191,277,20g,主食材
191,216,4g,主食材
192,84,2个,主食材
192,284,15克,主食材
192,134,30克,主食材
192,273,20克,主食材
192,52,26.5克,主食材
192,127,12克,主食材
192,20,0.6克,主食材
192,37,40克,主食材
192,282,2克,辅料
193,169,75g,主食材
193,59,150g,辅料
193,3,两根,辅料
193,76,一个,辅料
193,77,20毫升,辅料
193,4,适量,辅料
193,5,少量,辅料
193,7,少量,辅料
193,21,适量,辅料
194,285,200g,主食材
194,4,适量,辅料
194,21,15毫升,辅料
194,5,少量,辅料
195,286,1块,主食材
195,3,1段,辅料
195,287,1袋,辅料
195,6,1勺,辅料
195,7,1勺,辅料
195,9,1勺,辅料
195,288,1大勺,辅料
195,48,1勺,辅料
195,54,半勺,辅料
196,289,1/2,主食材
196,2,15g,辅料
196,3,10g,辅料
196,7,20毫升,辅料
196,21,30毫升,辅料
196,5,10g,辅料
196,36,200毫升,辅料
197,10,适量,主食材
197,18,适量,主食材
197,1,适量,辅料
197,3,适量,辅料
197,290,适量,辅料
197,6,适量,辅料
197,5,适量,辅料
197,22,适量,辅料
197,54,适量,辅料
197,291,适量,辅料
197,21,适量,辅料
198,292,1碗,主食材
198,293,1块,辅料
198,174,1撮,辅料
198,175,适量,辅料
198,220,2块,辅料
199,167,1/2,主食材
199,5,适量,辅料
199,77,适量,辅料
199,7,适量,辅料
199,3,少量,辅料
199,76,洗了,辅料
